name;id;riasec
Odborný referent rovných příležitostí ve školství;101234;Administrativně-správní (C)
Odborný referent speciálního vzdělávání;101236;Administrativně-správní (C)
Odborný referent územního samosprávného celku pro prevenci kriminality a prevenci sociálně patologických jevů;101237;Administrativně-správní (C)
Odborný referent územně samosprávného celku pro národnostní menšiny;101241;Administrativně-správní (C)
Vedoucí poštovního oddělení;101242;
Odborný referent územního samosprávného celku na protidrogovou koordinaci;101243;Administrativně-správní (C)
Sklářský technik kontrolor jakosti;5219;Prakticko-technický (R)
Učitel odborných předmětů vyšší odborné školy;101247;Sociální (S)
Sklářský technik normovač;5218;Prakticko-technický (R)
Sklářský technik tavení;101248;Prakticko-technický (R)
Učitel odborných předmětů střední školy;101249;
Sklářský technik výroby a zpracování skleněného vlákna;101250;Prakticko-technický (R)
Učitel odborných předmětů SŠ dřevařské;101251;Sociální (S)
Učitel odborných předmětů SŠ elektrotechnika;101252;Sociální (S)
Učitel odborných předmětů SŠ hutnictví;101253;Sociální (S)
Učitel odborných předmětů SŠ obuvnictví;101254;Sociální (S)
Učitel odborných předmětů SŠ papírenské;101255;Sociální (S)
Učitel odborných předmětů SŠ potravinářství;101256;Sociální (S)
Učitel odborných předmětů SŠ stavebnictví;101257;Sociální (S)
Učitel odborných předmětů SŠ strojírenství;101258;Sociální (S)
Učitel odborných předmětů SŠ textilní;101259;Sociální (S)
Učitel odborných předmětů SŠ zemědělství a lesy;101260;Sociální (S)
Keramický technik;7340;
Keramický technik mistr;7350;Podnikatelský (E)
Referent specialista rozvoje civilního letectví;101261;
Specialista rozvoje civilního letectví a jeho řídících systémů;101262;Intelektuálně-výzkumný (I)
Geolog;5296;Prakticko-technický (R)
Specialista pro oblast ekonomické regulace civilního letectví;101263;Administrativně-správní (C)
Specialista pro oblast správních řízení v civilním letectví;101264;Administrativně-správní (C)
Keramický technik dispečer;7351;Prakticko-technický (R)
Referent specialista leteckého práva;101267;
Specialista pro oblast právních předpisů;101268;Administrativně-správní (C)
Specialista pro oblast mezinárodního práva v civilním letectví;101269;Administrativně-správní (C)
Samostatný sklářský technik;5221;
Samostatný sklářský technik dispečer;5222;Prakticko-technický (R)
Vychovatel;101271;Sociální (S)
Referent specialista územního plánování;30323;Administrativně-správní (C)
Referent specialista koncepcí rozvoje územního plánování;30324;Administrativně-správní (C)
Referent specialista ostatního výkonu státní správy územního plánování;30325;Administrativně-správní (C)
Vychovatel školského zařízení pro výkon ústavní nebo ochranné výchovy;101278;Sociální (S)
Vychovatel v zařízeních sociálních služeb;101283;Sociální (S)
Učitel praktického vyučování a odborné praxe vyšší odborné školy;101285;Sociální (S)
Samostatný sklářský technik technický manažer provozu;5227;Prakticko-technický (R),Podnikatelský (E)
Referent specialista pro oblast provozně technických záležitostí civilního letectví;101287;
Samostatný keramický technik vedoucí provozu;7371;Podnikatelský (E)
Specialista pro oblast výkonu státní správy a dozoru nad výrobou letadel, certifikaci a údržbou letadel;101290;Administrativně-správní (C)
Sklářský inženýr;5229;
Inspektor draků a mechanických systémů;101291;Prakticko-technický (R)
Sklářský inženýr dispečer;5230;Prakticko-technický (R)
Sklářský inženýr technolog;5231;Prakticko-technický (R)
Sklářský inženýr pracovník řízení jakosti;5233;Prakticko-technický (R)
Referent specialista územního rozhodování;101292;Administrativně-správní (C)
Referent specialista územního rozhodování;101293;Administrativně-správní (C)
Učitel praktického vyučování SŠ elektrotechnika;101294;Sociální (S)
Inspektor výstroje letadel;101295;Prakticko-technický (R)
Učitel praktického vyučování SŠ hutnictví;101296;Sociální (S)
Učitel praktického vyučování SŠ obuvnictví;101297;Sociální (S)
Učitel praktického vyučování SŠ papírenské;101298;Sociální (S)
Učitel praktického vyučování SŠ potravinářství;101299;Sociální (S)
Učitel praktického vyučování SŠ stavebnictví;101300;Sociální (S)
Učitel praktického vyučování SŠ strojírenství;101301;Sociální (S)
Učitel praktického vyučování SŠ textilní;101303;Sociální (S)
Učitel praktického vyučování SŠ zemědělství a lesy;101304;Sociální (S)
Sklářský inženýr technický manažer;7555;Prakticko-technický (R),Podnikatelský (E)
Referent specialista stavebního řádu;101305;Administrativně-správní (C)
Inspektor způsobilosti pohonných jednotek;101309;Prakticko-technický (R)
Učitel odborného výcviku SŠ elektrotechnika;101311;Sociální (S)
Učitel odborného výcviku SŠ hutnictví;101312;Sociální (S)
Učitel odborného výcviku SŠ obuvnictví;101313;Sociální (S)
Učitel odborného výcviku SŠ papírenské;101314;Sociální (S)
Učitel odborného výcviku SŠ potravinářství;101315;Sociální (S)
Učitel odborného výcviku SŠ stavebnictví;101316;Sociální (S)
Učitel odborného výcviku SŠ strojírenství;101317;Sociální (S)
Učitel odborného výcviku SŠ textilní;101318;Sociální (S)
Učitel odborného výcviku SŠ zemědělství a lesy;101319;Sociální (S)
Inspektor letových výkonů a vlastností;101320;Prakticko-technický (R)
Keramický inženýr;7372;
Inspektor certifikace letadel;101321;Prakticko-technický (R)
Keramický inženýr výzkumný a vývojový pracovník;7385;Intelektuálně-výzkumný (I)
Inspektor výroby letadel;101322;Prakticko-technický (R)
Inspektor údržby letadel;101323;Prakticko-technický (R)
Inspektor dopravních letadel;101324;Prakticko-technický (R)
Inspektor malých letadel;101325;Prakticko-technický (R)
Referent specialista fiskální politiky;30266;Administrativně-správní (C)
Referent specialista pro oblast letecké dopravy;101329;
Referent specialista fiskální politiky;30270;Administrativně-správní (C)
Specialista pro oblast výkonu státní správy na úseku obchodní letecké dopravy;101330;Administrativně-správní (C)
Inspektor letového provozu;30528;Administrativně-správní (C)
Inspektor leteckých prací;101337;Prakticko-technický (R)
Inspektor všeobecného letectví;101338;Prakticko-technický (R)
Referent specialista rozpočtu a financování;101339;
Všeobecná sestra;15050;Sociální (S)
Referent specialista pro oblast leteckých služeb;101341;
Specialista pro oblast výkonu státní správy na úseku poskytování leteckých služeb;101345;Administrativně-správní (C)
Specialista pro oblast tvorby systému ochrany civilního letectví před protiprávními činy;101347;Administrativně-správní (C)
Odborný referent nemocenského pojištění;101348;
Inspektor provozovatelů leteckých služeb;101350;Prakticko-technický (R)
Sestra pro intenzivní péči;101352;
Inspektor řízení letového provozu;30530;Administrativně-správní (C)
Inspektor pozemních zařízení;101362;Prakticko-technický (R)
Specialista pro oblast výkonu státní správy provozování letišť a leteckých staveb;101364;Administrativně-správní (C)
Inspektor leteckého stavebního úřadu;101365;Prakticko-technický (R)
Referent specialista pro oblast zjišťování příčin leteckých nehod;101367;
Specialista pro oblast výkonu státní správy na úseku zjišťování příčin leteckých nehod;101368;Administrativně-správní (C)
Inspektor příčin leteckých nehod;101371;Prakticko-technický (R)
Technický inspektor příčin leteckých nehod;101372;Prakticko-technický (R)
Referent finanční kontroly;30268;Administrativně-správní (C)
Referent specialista silniční dopravy;101377;
Specialista pro koncepce a rozvoj silniční nákladní dopravy;101379;Intelektuálně-výzkumný (I)
Specialista pro řízení státní správy v silniční nákladní dopravě;101382;Administrativně-správní (C)
Referent specialista regulace a kontroly cen;30269;Administrativně-správní (C)
Specialista pro mezinárodní silniční nákladní dopravu;101384;Administrativně-správní (C)
Specialista pro přepravu nebezpečných věcí a zkazitelných potravin;101387;Administrativně-správní (C)
Dětská sestra;101389;
Specialista státního odborného dozoru v silniční nákladní dopravě;101390;Administrativně-správní (C)
Specialista pro koncepce a rozvoj silniční linkové osobní dopravy;101393;Intelektuálně-výzkumný (I)
Specialista pro řízení státní správy silniční linkové osobní dopravy;101394;Administrativně-správní (C)
Specialista pro tvorbu mezinárodních dohod v oblasti mezinárodní osobní dopravy;101395;Administrativně-správní (C)
Metodik státní správy v oblasti taxislužby;101396;Administrativně-správní (C)
Metodik a koordinátor výkonu sociálních služeb;101397;
Odborný referent silniční dopravy;101400;
Referent specialista provozu silničních vozidel;101402;
Specialista pro řízení státní správy dopravně správních agend a metodické vedení krajských úřadů a obecních úřadů s rozšířenou působností;101406;Administrativně-správní (C)
Referent specialista finančního trhu;101416;
Aktivizační pracovník v sociálních službách;101420;
Sestra pro péči o pacienty ve vybraných klinických oborech;101426;
Pracovník pro pracovní výchovu v sociálních službách;101429;Sociální (S)
Pracovník přímé obslužné péče - pečovatel;101442;
Referent provozu silničních vozidel;101445;
Referent specialista zahraničně politických vztahů a služby;101447;
Referent specialista pro zahraniční politiku;101448;Administrativně-správní (C)
Referent specialista pro zahraniční politickou (diplomatickou) službu;101452;Administrativně-správní (C)
Referent specialista konzulárních vztahů a služby;101459;
Referent specialista pro konzulární vztahy;101463;Administrativně-správní (C)
Referent specialista konzulární služby;101467;Administrativně-správní (C)
Referent silniční dopravy;101468;
Pracovník v oblasti silniční nákladní dopravy;101469;Prakticko-technický (R)
Pracovník v oblasti silniční osobní dopravy;101470;Prakticko-technický (R)
Psychiatrická sestra;101475;
Odborný referent konzulárních vztahů a služby;101477;
Odborný referent provozu silničních vozidel;101481;
Odborný pracovník centrálního registru vozidel;101487;Administrativně-správní (C)
Odborný pracovník státní správy v oblasti odborné způsobilosti k řízení motorových vozidel;101488;Administrativně-správní (C)
Analytik centrálního registru řidičů a řidičských průkazů;101495;Administrativně-správní (C)
Analytik dopravní nehodovosti;101498;Administrativně-správní (C)
Odborný pracovník v silniční osobní linkové dopravě;101511;Administrativně-správní (C)
Odborný statistik;5717;Intelektuálně-výzkumný (I)
Statistik;5707;Intelektuálně-výzkumný (I)
Průmyslový knihař;101517;
Knihař na knihařských strojích;101518;Prakticko-technický (R)
Knihař na automatických knihařských linkách;101519;Prakticko-technický (R)
Auditor kvality;101522;
Poradce managementu;101523;
Poradce managementu všeobecný;101524;
Poradce systému managementu kvality;101525;
Poradce systému managementu ochrany životního prostředí;101526;
Balneotechnik;30988;Prakticko-technický (R)
Obsluha zařízení v pohřebnictví;31004;Prakticko-technický (R)
Interiérový architekt;100820;Prakticko-technický (R)
Umělecký čalouník a dekoratér;240;Umělecko-jazykový (A)
Truhlář nábytkář;2230;Prakticko-technický (R)
Prodavač nábytku;30696;Prakticko-technický (R)
Designér nábytku;30836;Umělecko-jazykový (A)
Interiérový poradce;30837;Umělecko-jazykový (A)
Šička interiérového vybavení;30931;Prakticko-technický (R)
Montér tepelných izolací;101115;Prakticko-technický (R)
Kladeč podlahovin;2128;Prakticko-technický (R)
Parketář;2129;Prakticko-technický (R)
Kladeč litých podlah;2130;Prakticko-technický (R)
Báňský projektant specialista;101020;Prakticko-technický (R)
Ložiskový geolog;101023;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Inženýrský geolog;101024;Prakticko-technický (R),Intelektuálně-výzkumný (I)
Hydrogeolog;101129;Intelektuálně-výzkumný (I)
Technik řízení údržby velkostroje;101130;Prakticko-technický (R)
Technický báňský dozor;101142;Prakticko-technický (R)
Revizní technik velkostroje;101157;Prakticko-technický (R)
